user_id, num_tweets, retweet_ratio, hashtag_ratio, quote_ratio, tweet_favorite_ratio, tweet_retweet_ratio, mention_ratio, friend_follower_ratio, url_ratio, listed_count, verified, geo_enabled, protected, profile_uses_background_image, favourites_count, tweet_frequency_variance, class
541144807,22471,0.6767676767676768,0.010101010101010102,0.12121212121212122,1.6262626262626263,17420.636363636364,0.898989898989899,0.9505409582689336,0.1717171717171717,2,False,True,False,True,72079,73026125.707689,False
4203016035,280,1.0,0.8,0.13846153846153847,0.0,1768.8615384615384,1.0769230769230769,4.777777777777778,0.46153846153846156,1,False,False,False,True,131,208582.77009728624,False
329361249,3029,0.15,0.11,0.0,1.41,24.9,0.62,1.2616822429906542,0.48,7,False,False,False,True,361,83516603588.88576,False
117030671,31072,0.1414141414141414,0.15151515151515152,0.2222222222222222,0.5454545454545454,306.92929292929296,0.5353535353535354,0.9512195121951219,0.3939393939393939,14,False,False,False,True,303,4357464160.885095,False
2595483597,1199,0.4,0.1,0.15,3.02,47.32,2.0,2.3389830508474576,0.28,0,False,True,False,True,2186,31409290298.24879,False
3134399143,2213,0.7894736842105263,0.3157894736842105,0.07368421052631578,0.18947368421052632,16794.02105263158,0.8210526315789474,1.1218274111675126,0.16842105263157894,0,False,True,False,True,2302,879742085.073165,False
490535839,9385,0.32,0.18,0.03,42.98,985.64,0.85,0.03390125173852573,0.12,91,False,True,False,False,10481,58899584.54965285,False
349342823,6494,0.5393258426966292,0.033707865168539325,0.19101123595505617,2.2134831460674156,20890.29213483146,0.9438202247191011,0.5473684210526316,0.16853932584269662,0,False,True,False,True,1707,64838636250.023254,False
290152391,6846,0.51,0.21,0.12,0.53,475.3,1.32,0.568724279835391,0.11,3,False,True,False,True,13665,135367913.45055756,False
3061671511,6314,0.0,0.22,0.0,0.03,0.06,0.0,0.023255813953488372,1.02,2,False,False,False,True,0,8266430.193561962,False
428140124,100849,0.09,0.36,0.14,31.86,240.41,0.64,0.01367460236367971,0.75,2055,True,False,False,False,10778,5418443.22375342,False
1119146862,64210,0.04,0.05,0.03,0.53,100.28,0.25,2.0141509433962264,0.06,15,False,True,False,True,7279,35458143.594887435,False
237345391,8176,0.6847826086956522,0.021739130434782608,0.11956521739130435,1.0108695652173914,25119.195652173912,1.0217391304347827,0.506578947368421,0.16304347826086957,5,False,True,False,True,12330,56546361503.596634,False
416802154,25418,0.46875,0.5208333333333334,0.010416666666666666,0.041666666666666664,2924.0104166666665,1.3854166666666667,0.7780320366132724,0.13541666666666666,0,False,False,False,True,67,5899024423793.308,False
1901195994,2962,0.5,0.030612244897959183,0.45918367346938777,0.16326530612244897,23389.948979591838,0.5918367346938775,0.8477751756440282,0.45918367346938777,10,False,True,False,True,2208,21443679.366666667,False
264184449,7223,0.38,0.09,0.17,0.42,2348.96,0.85,1.8377609108159392,0.26,7,False,True,False,True,6941,4401318687.214811,False
1658632219,561,0.0,0.53,0.0,0.24,0.05,0.03,1.7317073170731707,0.97,0,False,False,False,True,15,83594270102.47012,False
22293055,5911,0.52,0.07,0.18,0.43,4438.76,0.93,2.0074441687344913,0.29,12,False,True,False,True,6557,6999426988.434778,False
91665181,26004,0.0,3.06,0.0,0.07,0.01,0.06,0.6555090655509066,0.95,7,False,True,False,True,70,213881785700.51727,False
1276337329,1260,0.20618556701030927,0.12371134020618557,0.020618556701030927,4.525773195876289,31.432989690721648,0.6907216494845361,0.7486033519553073,0.20618556701030927,0,False,False,False,True,3911,647959506799.0568,False
213983750,10434,0.73,1.22,0.01,2.95,478.93,1.2,0.7669706180344478,0.07,30,False,False,False,True,8002,138347523.0735325,False
19646481,1277,0.6836734693877551,0.04081632653061224,0.12244897959183673,0.4387755102040816,5186.459183673469,1.1938775510204083,0.8485436893203884,0.22448979591836735,13,False,True,False,False,7534,1360076167.926206,False
447918615,4052,0.8556701030927835,0.8969072164948454,0.0,0.030927835051546393,1962.8969072164948,1.041237113402062,2.6550387596899223,0.041237113402061855,0,False,True,False,True,175,24619044981.541546,False
1964221856,1024,0.07216494845360824,0.05154639175257732,0.0,0.05154639175257732,51.76288659793814,0.32989690721649484,0.0,0.17525773195876287,0,False,True,False,True,83,456374473.26047033,False
2391776040,6916,0.5638297872340425,0.010638297872340425,0.07446808510638298,1.2553191489361701,18816.659574468085,0.6914893617021277,0.6775956284153005,0.18085106382978725,0,False,True,False,True,5169,128203256231.10701,False
122203009,4120,0.89,0.23,0.09,0.06,2011.74,1.04,12.571428571428571,0.17,9,False,False,False,False,9328,27714119.530927837,False
